id,Region,Taxonomy,Dwellings
AREA # 0201,TRUJILLO,MCF/LWAL+DUC/HEX:1,175.0
AREA # 0201,TRUJILLO,MCF/LWAL+DUC/HEX:2,105.0
AREA # 0201,TRUJILLO,MCF/LWAL+DUC/HEX:3,35.0
AREA # 0201,TRUJILLO,MR/LWAL+DNO/HEX:1,338.4
AREA # 0201,TRUJILLO,MR/LWAL+DNO/HEX:2,172.8
AREA # 0201,TRUJILLO,MR/LWAL+DNO/HEX:3,2.5
AREA # 0201,TRUJILLO,MR/LWAL+DUC/HEX:1,337.2
AREA # 0201,TRUJILLO,MR/LWAL+DUC/HEX:2,333.1
AREA # 0201,TRUJILLO,MR/LWAL+DUC/HEX:3,170.9
AREA # 0201,TRUJILLO,MUR+ADO/LWAL+DNO/HEX:1,314.2
AREA # 0201,TRUJILLO,MUR+ADO/LWAL+DNO/HEX:2,51.0
AREA # 0201,TRUJILLO,MUR+ST/LWAL+DNO/HEX:1,73.0
AREA # 0201,TRUJILLO,MUR/LWAL+DNO/HEX:1,207.3
AREA # 0201,TRUJILLO,MUR/LWAL+DNO/HEX:2,16.7
AREA # 0201,TRUJILLO,UNK/HEX:1,259.0
AREA # 0201,TRUJILLO,W+WLI/LDUAL+DNO/HEX:1,221.0
AREA # 0201,TRUJILLO,W+WLI/LDUAL+DNO/HEX:2,39.0
AREA # 0201,TRUJILLO,W+WS/LPB+DNO/HEX:1,30.6
AREA # 0201,TRUJILLO,W+WS/LPB+DNO/HEX:2,3.4
AREA # 0201,TRUJILLO,W+WWD/LWAL+DNO/HEX:1,37.8
AREA # 0202,BALFATE,"CR/LDUAL+DUC/HBET:6,10",10.8
AREA # 0202,BALFATE,CR/LFINF+DNO/HEX:2,22.7
AREA # 0202,BALFATE,CR/LFINF+DNO/HEX:3,22.3
AREA # 0202,BALFATE,CR/LFINF+DNO/HEX:4,22.3
AREA # 0202,BALFATE,CR/LFINF+DNO/HEX:5,13.4
AREA # 0202,BALFATE,CR/LFINF+DUC/HEX:2,4.6
AREA # 0202,BALFATE,CR/LFINF+DUC/HEX:3,9.2
AREA # 0202,BALFATE,CR/LFINF+DUC/HEX:4,4.6
AREA # 0202,BALFATE,CR/LFINF+DUC/HEX:5,2.8
AREA # 0202,BALFATE,MCF/LWAL+DNO/HEX:1,22.3
AREA # 0202,BALFATE,MCF/LWAL+DNO/HEX:2,11.2
AREA # 0202,BALFATE,MCF/LWAL+DNO/HEX:3,11.2
AREA # 0202,BALFATE,MCF/LWAL+DUC/HEX:1,11.5
AREA # 0202,BALFATE,MCF/LWAL+DUC/HEX:2,6.9
AREA # 0202,BALFATE,MCF/LWAL+DUC/HEX:3,2.3
AREA # 0202,BALFATE,MR/LWAL+DNO/HEX:1,22.8
AREA # 0202,BALFATE,MR/LWAL+DNO/HEX:2,11.6
AREA # 0202,BALFATE,MR/LWAL+DUC/HEX:1,22.8
AREA # 0202,BALFATE,MR/LWAL+DUC/HEX:2,22.8
AREA # 0202,BALFATE,MR/LWAL+DUC/HEX:3,11.6
AREA # 0202,BALFATE,MUR+ADO/LWAL+DNO/HEX:1,17.4
AREA # 0202,BALFATE,MUR+ADO/LWAL+DNO/HEX:2,3.0
AREA # 0202,BALFATE,MUR+ST/LWAL+DNO/HEX:1,3.0
AREA # 0202,BALFATE,MUR/LWAL+DNO/HEX:1,8.2
AREA # 0202,BALFATE,MUR/LWAL+DNO/HEX:2,0.4
AREA # 0202,BALFATE,UNK/HEX:1,4.0
AREA # 0202,BALFATE,W+WLI/LDUAL+DNO/HEX:1,11.9
AREA # 0202,BALFATE,W+WLI/LDUAL+DNO/HEX:2,2.1
AREA # 0202,BALFATE,W+WS/LPB+DNO/HEX:1,7.2
AREA # 0202,BALFATE,W+WS/LPB+DNO/HEX:2,0.8
AREA # 0202,BALFATE,W+WWD/LWAL+DNO/HEX:1,0.6
AREA # 0204,LIMON,"CR/LDUAL+DUC/HBET:6,10",31.6
AREA # 0204,LIMON,CR/LFINF+DNO/HEX:2,65.3
AREA # 0204,LIMON,CR/LFINF+DNO/HEX:3,63.2
AREA # 0204,LIMON,CR/LFINF+DNO/HEX:4,63.2
AREA # 0204,LIMON,CR/LFINF+DNO/HEX:5,37.9
AREA # 0204,LIMON,CR/LFINF+DUC/HEX:2,15.7
AREA # 0204,LIMON,CR/LFINF+DUC/HEX:3,31.4
AREA # 0204,LIMON,CR/LFINF+DUC/HEX:4,15.7
AREA # 0204,LIMON,CR/LFINF+DUC/HEX:5,9.4
AREA # 0204,LIMON,MCF/LWAL+DNO/HEX:1,63.2
AREA # 0204,LIMON,MCF/LWAL+DNO/HEX:2,31.6
AREA # 0204,LIMON,MCF/LWAL+DNO/HEX:3,31.6
AREA # 0204,LIMON,MCF/LWAL+DUC/HEX:1,39.2
AREA # 0204,LIMON,MCF/LWAL+DUC/HEX:2,23.6
AREA # 0204,LIMON,MCF/LWAL+DUC/HEX:3,7.8
AREA # 0204,LIMON,MR/LWAL+DNO/HEX:1,67.4
AREA # 0204,LIMON,MR/LWAL+DNO/HEX:2,34.6
AREA # 0204,LIMON,MR/LWAL+DNO/HEX:3,0.8
AREA # 0204,LIMON,MR/LWAL+DUC/HEX:1,67.8
AREA # 0204,LIMON,MR/LWAL+DUC/HEX:2,66.3
AREA # 0204,LIMON,MR/LWAL+DUC/HEX:3,34.4
AREA # 0204,LIMON,MUR+ADO/LWAL+DNO/HEX:1,142.7
AREA # 0204,LIMON,MUR+ADO/LWAL+DNO/HEX:2,23.3
AREA # 0204,LIMON,MUR+ST/LWAL+DNO/HEX:1,8.0
AREA # 0204,LIMON,MUR/LWAL+DNO/HEX:1,48.1
AREA # 0204,LIMON,MUR/LWAL+DNO/HEX:2,4.4
AREA # 0204,LIMON,UNK/HEX:1,201.0
AREA # 0204,LIMON,W+WLI/LDUAL+DNO/HEX:1,148.8
AREA # 0204,LIMON,W+WLI/LDUAL+DNO/HEX:2,26.2
AREA # 0204,LIMON,W+WS/LPB+DNO/HEX:1,28.8
AREA # 0204,LIMON,W+WS/LPB+DNO/HEX:2,3.2
AREA # 0204,LIMON,W+WWD/LWAL+DNO/HEX:1,16.0
AREA # 0206,SANTA ROSA DE AGUAN,"CR/LDUAL+DUC/HBET:6,10",13.9
AREA # 0206,SANTA ROSA DE AGUAN,CR/LFINF+DNO/HEX:2,31.0
AREA # 0206,SANTA ROSA DE AGUAN,CR/LFINF+DNO/HEX:3,30.8
AREA # 0206,SANTA ROSA DE AGUAN,CR/LFINF+DNO/HEX:4,30.8
AREA # 0206,SANTA ROSA DE AGUAN,CR/LFINF+DNO/HEX:5,18.5
AREA # 0206,SANTA ROSA DE AGUAN,CR/LFINF+DUC/HEX:2,3.9
AREA # 0206,SANTA ROSA DE AGUAN,CR/LFINF+DUC/HEX:3,7.8
AREA # 0206,SANTA ROSA DE AGUAN,CR/LFINF+DUC/HEX:4,3.9
AREA # 0206,SANTA ROSA DE AGUAN,CR/LFINF+DUC/HEX:5,2.3
AREA # 0206,SANTA ROSA DE AGUAN,MCF/LWAL+DNO/HEX:1,30.8
AREA # 0206,SANTA ROSA DE AGUAN,MCF/LWAL+DNO/HEX:2,15.4
AREA # 0206,SANTA ROSA DE AGUAN,MCF/LWAL+DNO/HEX:3,15.4
AREA # 0206,SANTA ROSA DE AGUAN,MCF/LWAL+DUC/HEX:1,9.8
AREA # 0206,SANTA ROSA DE AGUAN,MCF/LWAL+DUC/HEX:2,5.8
AREA # 0206,SANTA ROSA DE AGUAN,MCF/LWAL+DUC/HEX:3,2.0
AREA # 0206,SANTA ROSA DE AGUAN,MR/LWAL+DNO/HEX:1,31.2
AREA # 0206,SANTA ROSA DE AGUAN,MR/LWAL+DNO/HEX:2,15.8
AREA # 0206,SANTA ROSA DE AGUAN,MR/LWAL+DUC/HEX:1,31.2
AREA # 0206,SANTA ROSA DE AGUAN,MR/LWAL+DUC/HEX:2,31.2
AREA # 0206,SANTA ROSA DE AGUAN,MR/LWAL+DUC/HEX:3,15.8
AREA # 0206,SANTA ROSA DE AGUAN,MUR+ADO/LWAL+DNO/HEX:1,9.5
AREA # 0206,SANTA ROSA DE AGUAN,MUR+ADO/LWAL+DNO/HEX:2,1.5
AREA # 0206,SANTA ROSA DE AGUAN,MUR+ST/LWAL+DNO/HEX:1,1.0
AREA # 0206,SANTA ROSA DE AGUAN,MUR/LWAL+DNO/HEX:1,5.6
AREA # 0206,SANTA ROSA DE AGUAN,MUR/LWAL+DNO/HEX:2,0.3
AREA # 0206,SANTA ROSA DE AGUAN,UNK/HEX:1,78.0
AREA # 0206,SANTA ROSA DE AGUAN,W+WLI/LDUAL+DNO/HEX:1,11.9
AREA # 0206,SANTA ROSA DE AGUAN,W+WLI/LDUAL+DNO/HEX:2,2.1
AREA # 0206,SANTA ROSA DE AGUAN,W+WS/LPB+DNO/HEX:1,2.7
AREA # 0206,SANTA ROSA DE AGUAN,W+WS/LPB+DNO/HEX:2,0.3
AREA # 0206,SANTA ROSA DE AGUAN,W+WWD/LWAL+DNO/HEX:1,2.0
AREA # 0207,SONAGUERA,"CR/LDUAL+DUC/HBET:6,10",112.3
AREA # 0207,SONAGUERA,CR/LFINF+DNO/HEX:2,232.1
AREA # 0207,SONAGUERA,CR/LFINF+DNO/HEX:3,229.7
AREA # 0207,SONAGUERA,CR/LFINF+DNO/HEX:4,229.7
AREA # 0207,SONAGUERA,CR/LFINF+DNO/HEX:5,137.8
AREA # 0207,SONAGUERA,CR/LFINF+DUC/HEX:2,51.1
